-1.638809443419251706e-10,3.000000000000000000e+01
-7.253943084227498783e-11,1.000000000000000888e-02
-5.347851574193559344e-11,9.999999999999995004e-03
-3.909210910708893483e-11,9.999999999999995004e-03
-3.830001622564156748e-11,1.000000000000000888e-02
-1.962799454219288041e-11,1.000000000000000888e-02
-4.202635808803201201e-11,9.999999999999981126e-03
-1.603562038652213772e-11,1.000000000000000888e-02
-2.426218449237682595e-11,1.000000000000000888e-02
-3.152236971159609570e-11,9.999999999999981126e-03
-1.584442581477329970e-11,1.000000000000000888e-02
-2.372371743497581065e-11,1.000000000000000888e-02
-4.190669809142159185e-11,1.000000000000000888e-02
-3.252256262330684834e-11,9.999999999999981126e-03
-1.608764517724755439e-11,1.000000000000000888e-02
-2.969366636254577863e-11,9.999999999999981126e-03
-4.021326255205607424e-11,1.000000000000000888e-02
-2.887686241746326864e-11,1.000000000000000888e-02
-4.094682434554094264e-11,1.000000000000000888e-02
-2.271702075583303948e-11,1.000000000000000888e-02
-4.663583484231653697e-11,2.499999999999996669e-02
-1.111307885089061063e-10,5.000000000000004441e-02
-9.806323536130836377e-11,9.999999999999997780e-02
-1.204615970143112080e-10,2.999999999999999889e-01
-7.869016794100807191e-11,1.000000000000000000e+00
-1.489573711659947114e-10,3.000000000000000444e+00
-1.322636276489177337e-10,3.000000000000000000e+01
-1.315599810804609353e-10,4.000000000000000777e-02
-1.250281513881743862e-10,4.000000000000000777e-02
-8.591133215709219371e-11,4.000000000000000777e-02
-9.444875097586642763e-11,3.999999999999998002e-02
-6.457819811308181144e-11,2.379999999999998783e-02
-7.740252861397622919e-11,2.500000000000002220e-02
-6.431156301944795928e-11,2.629999999999999005e-02
-6.424913306819306193e-11,2.779999999999999138e-02
-5.048963793348922067e-11,2.940000000000003721e-02
-4.762822417275075493e-11,3.125000000000000000e-02
-5.805807722601696217e-11,3.329999999999999627e-02
-8.609081962220274728e-11,3.575000000000000400e-02
-9.357731946818317817e-11,3.844999999999998419e-02
-6.498659748353785570e-11,4.164999999999996483e-02
-5.415354818218143240e-11,4.545000000000010143e-02
-9.403254407583093507e-11,4.999999999999993339e-02
-6.244904425392952541e-11,5.559999999999998277e-02
-1.003419587274501784e-10,6.250000000000000000e-02
-4.916168259610735598e-11,7.140000000000001901e-02
-6.821479342399132427e-11,8.335000000000003517e-02
-6.210697349925038722e-11,9.999999999999997780e-02
-5.936392062600923114e-11,1.250000000000000000e-01
-1.205734545929036700e-10,1.666499999999999648e-01
-1.071560256321247882e-10,2.500000000000000000e-01
-6.959217483426413839e-11,5.000000000000000000e-01
-1.507795753848360497e-10,3.000000000000000000e+01
-1.223475309779231690e-10,2.000000000000000389e-02
-7.442015797012868639e-11,2.000000000000000389e-02
-5.777323516144063119e-11,1.999999999999999001e-02
-4.064637566051262208e-11,1.995000000000002327e-02
-3.903878349059697328e-11,4.799999999999998712e-03
-3.367363130233706727e-11,4.999999999999976685e-03
-1.604212408167401250e-11,5.250000000000004663e-03
-2.124859475293357580e-11,5.549999999999999378e-03
-1.307665911318145469e-11,5.900000000000016342e-03
-1.543732517395961203e-11,6.250000000000005551e-03
-1.714897032249288944e-11,6.649999999999989253e-03
-9.622152756285269000e-12,7.149999999999989697e-03
-1.181503578422578659e-11,7.700000000000012390e-03
-1.823760789378588509e-11,8.300000000000001821e-03
-1.025686653666202052e-11,9.099999999999969225e-03
-1.336800259608509661e-11,1.000000000000000888e-02
-2.916690637564296783e-11,1.114999999999999325e-02
-3.338749032741802193e-11,1.250000000000001110e-02
-3.099951212971278224e-11,1.425000000000004041e-02
-3.539568211736084780e-11,1.669999999999999263e-02
-4.644073746800740611e-11,1.999999999999996225e-02
-6.768542945452074641e-11,2.500000000000002220e-02
-4.330879076226469591e-11,3.329999999999999627e-02
-7.269290348160296900e-11,4.999999999999998890e-02
-1.061038062243289528e-10,9.999999999999997780e-02
-1.378394830368571821e-10,3.000000000000000000e+01
-1.202027710223499413e-10,4.000000000000000777e-02
-1.343875769852763704e-10,4.000000000000000777e-02
-9.381663996736501508e-11,4.000000000000000777e-02
-9.422243728874717085e-11,3.999999999999998002e-02
-8.993812754728067119e-11,4.750000000000031974e-03
-1.583272026215813667e-11,5.000000000000004441e-03
-2.737852407170652413e-11,5.249999999999976907e-03
-1.909993257304121496e-11,5.549999999999999378e-03
-1.982829308730394192e-11,5.900000000000016342e-03
-1.362292873993697917e-11,6.249999999999977796e-03
-1.604992730154982517e-11,6.649999999999989253e-03
-1.736227582422681536e-11,7.149999999999989697e-03
-1.644011995404389537e-11,7.700000000000040146e-03
-2.580474520406476547e-11,8.299999999999974065e-03
-3.462700366603048387e-11,9.099999999999996980e-03
-1.909863398795915234e-11,1.000000000000000888e-02
-2.372892037664127784e-11,1.114999999999999325e-02
-3.588342470384198180e-11,1.250000000000001110e-02
-4.201334968580624341e-11,1.424999999999998490e-02
-5.603427726159904143e-11,1.670000000000004814e-02
-4.614289195239522325e-11,1.999999999999996225e-02
-7.264478211685410081e-11,2.500000000000002220e-02
-8.542879489752130961e-11,3.329999999999999627e-02
-5.723997144324588504e-11,5.000000000000004441e-02
-1.226974030280192766e-10,9.999999999999997780e-02
-1.734224563880817395e-10,3.000000000000000000e+01
-1.384963031664648298e-10,4.000000000000000777e-02
-1.160394134657831002e-10,4.000000000000000777e-02
-1.153045554363208849e-10,4.000000000000000777e-02
-1.016868239640579960e-10,3.999999999999998002e-02
-4.995637439599484523e-11,4.750000000000031974e-03
-3.134548350047782670e-11,5.000000000000004441e-03
-3.757815947881085258e-11,5.249999999999976907e-03
-1.308706427371094506e-11,5.549999999999999378e-03
-7.909206709705296490e-12,5.900000000000016342e-03
-1.263053767477928847e-11,6.249999999999977796e-03
-1.288156314833514159e-11,6.649999999999989253e-03
-6.430376341357936668e-12,7.149999999999989697e-03
-1.570265604466010789e-11,7.700000000000040146e-03
-2.023929620541727392e-11,8.299999999999974065e-03
-1.734016474968143996e-11,9.099999999999996980e-03
-2.112633491179368562e-11,1.000000000000000888e-02
-1.939908158878530365e-11,1.114999999999999325e-02
-4.231900116793974689e-11,1.250000000000001110e-02
-5.347070919717311632e-11,1.424999999999998490e-02
-3.886449538928471448e-11,1.670000000000004814e-02
-5.146772013205531991e-11,1.999999999999996225e-02
-7.263307425127429884e-11,2.500000000000002220e-02
-7.357864014248538531e-11,3.329999999999999627e-02
-1.282563506715845576e-10,5.000000000000004441e-02
-1.144227181898669627e-10,9.999999999999997780e-02
-2.183284361180727808e-10,3.000000000000000000e+01
-1.227780443864105440e-10,4.000000000000000777e-02
-1.337723717244101156e-10,4.000000000000000777e-02
-6.663191251648122069e-11,4.000000000000000777e-02
